emp_id,name,age,gender,city,department,education,experience_yrs,salary,salary_band,phone,performance_rating,is_active,is_active_was_missibg
EMP03854,Karan Das,22,Female,Pune,Finance,M.Tech,33.0,100316.53,High,9085915398,2,True,0
EMP03855,Anil Gupta,29,Male,Bangalore,Finance,Ba,27.0,95840.74,High,6598306229,3,True,0
EMP03856,Divya Kumar,37,Unknown,Surat,Operations,B.Sc,9.0,83511.53,High,9361452448,4,False,0
EMP03857,Ananya Moore,49,Other,Hyderabad,IT,Mba,3.0,78193.01,Mid,6706914704,3,False,1
EMP03859,Deepa Jones,39,Female,Chennai,IT,Mba,16.0,83515.34,High,6693091225,3,False,0
EMP03860,Priya Reddy,43,Unknown,Chennai,IT,B.Tech,10.0,84320.81,High,6273255859,4,False,0
EMP03861,Aarav Garcia,33,Female,Pune,Engineering,M.Sc,6.0,75859.41,Mid,Unknown,5,False,0
EMP03862,Chris Patel,40,Female,Chennai,Sales,Mba,16.0,65372.4,Mid,7398560921,3,False,0
EMP03863,Sneha Williams,46,Unknown,Jaipur,Legal,M.Tech,27.0,41251.53,Mid,6202784396,4,False,0
EMP03864,Priya Kumar,26,Female,Hyderabad,HR,B.Sc,16.0,45564.56,Mid,7909764195,3,True,0
EMP03865,Pooja Williams,55,Male,Bangalore,Sales,Mca,9.0,65419.92,Mid,7991258202,4,True,0
EMP03866,Divya Moore,31,Female,Jaipur,Legal,M.Sc,25.0,71987.43,Mid,9972948889,3,False,0
EMP03867,Chris Wilson,38,Unknown,Bangalore,Engineering,M.Sc,5.0,50807.76,Mid,(7935845832),3,False,0
EMP03868,John Jones,58,Female,Pune,Marketing,Phd,16.0,48939.94,Mid,8716188294,3,False,0
EMP03869,Swati Johnson,36,Unknown,Kolkata,Operations,Mba,15.0,65884.79,Mid,7312422061,2,True,0
EMP03870,Ananya Smith,45,Female,Surat,IT,B.Sc,25.0,97551.46,High,8237642177,5,False,0
EMP03871,James Iyer,47,Female,Surat,Operations,B.Tech,3.0,21996.95,Low,7827550145,5,True,0
EMP03872,Mike Davis,47,Unknown,Surat,Engineering,Bca,19.0,51541.77,Mid,8320505664,3,False,0
EMP03873,Ravi Jones,47,Female,Ahmedabad,Marketing,Mba,10.0,79039.88,Mid,Unknown,3,True,0
EMP03874,Anil Reddy,31,Unknown,Delhi,IT,B.Tech,22.0,107167.3,High,899320130,4,False,1
EMP03875,Ravi Jones,38,Male,Mumbai,Marketing,Bca,32.0,129020.78,High,+91-6629806522,3,True,0
EMP03876,Sneha Jones,35,Male,Delhi,Engineering,B.Tech,30.0,66445.44,Mid,6627319388,3,False,0
EMP03877,Ananya Jones,23,Unknown,Pune,HR,Mca,6.0,66080.72,Mid,7016279699,1,True,0
EMP03878,Nisha Gupta,34,Unknown,Delhi,HR,M.Tech,21.0,75409.67,Unknown,7445972152,5,True,0
EMP03879,Meera Reddy,48,Male,Delhi,Marketing,B.Sc,4.0,80678.0,High,7043406762,4,True,0
EMP03880,Anna Moore,30,Other,Chennai,Marketing,M.Tech,0.0,73877.5,Mid,9408020949,4,True,0
EMP03881,Vikram Johnson,28,Male,Bangalore,Operations,Mba,5.0,77913.88,Mid,6058282277,3,False,0
EMP03882,Amit Nair,31,Unknown,Mumbai,HR,Mba,3.0,75409.67,Unknown,6435924592,4,False,0
EMP03883,Mike Smith,30,Female,Surat,Engineering,B.Tech,29.0,33450.21,Low,6003510894,4,False,0
EMP03884,Lisa Smith,43,Male,Bangalore,Legal,M.Tech,29.0,92882.76,High,7138951940,3,True,0
EMP03885,Suresh Garcia,44,Unknown,Chennai,Finance,Bca,16.0,70180.46,Mid,6414328413,4,False,1
EMP03886,Aarav Kumar,28,Unknown,Mumbai,HR,B.Com,23.0,95837.76,High,7018621215,5,False,0
EMP03887,Nisha Singh,30,Other,Kolkata,Sales,M.Sc,30.0,80594.4,High,9410851763,5,False,1
EMP03888,Kavya Garcia,48,Female,Hyderabad,IT,B.Sc,27.0,39173.87,Low,7124074717,4,False,0
EMP03889,Suresh Nair,45,Male,Hyderabad,HR,M.Tech,3.0,113830.58,High,9440598350,4,False,0
EMP03890,Ananya Johnson,50,Female,Kolkata,Sales,Mba,18.0,75783.94,Mid,8022615169,4,False,0
EMP03891,Swati Wilson,38,Other,Chennai,IT,M.Sc,23.0,56318.81,Mid,8387446957,5,False,0
EMP03892,Karan Miller,41,Unknown,Surat,Finance,Ba,6.0,61644.98,Mid,9930978419,3,True,0
EMP03893,Sneha Williams,28,Male,Mumbai,Marketing,Mba,8.0,44716.31,Mid,7063036357,2,True,0
EMP03894,James Singh,28,Unknown,Delhi,Finance,B.Sc,21.0,83317.73,High,8291223724,4,True,0
EMP03895,Rohit Davis,49,Unknown,Kolkata,Engineering,Ba,1.0,72220.37,Mid,8199944589,5,True,0
EMP03896,John Kumar,40,Female,Delhi,HR,B.Sc,26.0,125465.48,High,8514865866,3,False,0
EMP03897,Lisa Das,41,Other,Ahmedabad,Sales,Mba,15.0,87998.45,High,8343429427,4,False,0
EMP03898,Deepa Jones,28,Other,Mumbai,Engineering,Mba,4.0,123950.94,High,6571964079,3,True,0
EMP03900,Pooja Gupta,46,Unknown,Mumbai,Legal,Ba,25.0,66729.81,Mid,9806773075,4,False,0
EMP03901,Swati Gupta,34,Unknown,Surat,Sales,B.Tech,14.0,97252.84,High,7949345985,4,False,0
EMP03902,Deepa Nair,43,Unknown,Kolkata,Finance,Mba,2.0,89722.74,High,675939905,4,False,0
EMP03903,Nisha Williams,38,Male,Surat,Finance,Mca,8.0,74609.29,Mid,6405180218,4,True,0
EMP03904,Ravi Smith,43,Male,Surat,HR,Phd,27.0,48088.03,Mid,Unknown,5,True,0
EMP03905,Arjun Wilson,55,Unknown,Bangalore,Finance,Mba,24.0,20543.12,Low,6451174374,5,False,1
EMP03906,Pooja Brown,29,Male,Bangalore,HR,B.Tech,27.0,69501.71,Mid,7084839699,2,True,0
EMP03907,Anil Smith,39,Male,Pune,IT,B.Sc,20.0,70569.31,Mid,8486465620,2,True,0
EMP03908,Deepa Gupta,45,Unknown,Bangalore,Operations,B.Tech,28.0,78201.19,Mid,Unknown,4,True,0
EMP03909,Divya Kumar,23,Unknown,Chennai,HR,Mba,24.0,38859.66,Low,6316500557,5,False,0
EMP03910,Emily Wilson,23,Female,Chennai,Legal,B.Sc,29.0,53017.86,Mid,8964508283,3,False,0
EMP03911,James Garcia,48,Other,Bangalore,Engineering,B.Tech,10.0,84796.4,High,7303966967,1,True,0
EMP03912,Sneha Wilson,35,Unknown,Chennai,HR,M.Sc,18.0,89626.0,High,8320998854,3,True,0
EMP03914,Rohit Davis,53,Male,Bangalore,Marketing,B.Sc,24.0,66336.13,Mid,7434034276,4,False,0
EMP03915,Sneha Jones,49,Other,Delhi,IT,B.Com,0.0,45323.39,Mid,6380547971,1,False,0
EMP03916,Divya Das,49,Female,Jaipur,Finance,B.Tech,31.0,98847.29,High,9756410119,3,True,0
EMP03917,Amit Kumar,46,Unknown,Ahmedabad,Engineering,Ba,20.0,93174.37,High,6520391481,5,True,0
EMP03918,Swati Singh,25,Other,Jaipur,Operations,Phd,12.0,60646.42,Mid,9005325734,2,False,0
EMP03919,Sara Moore,47,Male,Bangalore,Sales,B.Tech,33.0,95830.45,High,8721576829,4,True,0
EMP03920,David Williams,57,Other,Chennai,Marketing,Ba,16.0,73273.05,Mid,7495441199,3,True,0
EMP03921,Rohit Garcia,24,Female,Pune,HR,Mca,18.0,57941.94,Mid,7991654621,4,False,0
EMP03922,John Patel,22,Female,Chennai,Sales,B.Sc,9.0,98168.17,High,6530537609,2,False,0
EMP03923,Ravi Iyer,38,Female,Kolkata,Finance,B.Tech,8.0,77504.18,Mid,6209203202,3,True,0
EMP03924,James Reddy,28,Female,Jaipur,Operations,B.Com,10.0,64297.35,Mid,(8923055775),3,True,0
EMP03925,Chris Wilson,26,Other,Delhi,IT,Mca,30.0,42942.21,Mid,7452812617,5,False,0
EMP03926,Chris Sharma,40,Other,Jaipur,Legal,B.Sc,1.0,45257.0,Mid,6664437632,4,True,0
EMP03927,David Reddy,55,Unknown,Delhi,Sales,B.Sc,23.0,96175.19,High,7568929654,1,True,0
EMP03928,Sara Reddy,56,Unknown,Mumbai,Sales,Phd,4.0,86322.84,High,6224601301,4,True,0
EMP03929,Suresh Davis,37,Male,Mumbai,Legal,Mca,29.0,45758.92,Mid,8625718048,2,False,0
EMP03930,Ananya Williams,48,Female,Delhi,Legal,B.Sc,34.0,45284.62,Mid,6885155421,5,True,0
EMP03931,Swati Wilson,59,Female,Ahmedabad,Operations,B.Tech,16.0,127563.35,High,6255198940,3,False,0
EMP03932,Suresh Iyer,46,Male,Pune,Finance,Ba,30.0,86615.63,High,7631845938,3,False,1
EMP03933,Arjun Smith,47,Male,Bangalore,Sales,B.Sc,1.0,105238.56,High,6203170472,2,False,0
EMP03934,Ananya Wilson,35,Female,Bangalore,Engineering,Mca,15.0,112306.37,High,8047772287,4,False,0
EMP03935,Lisa Das,35,Female,Pune,Operations,Bca,20.0,51795.74,Mid,9233239029,3,True,0
EMP03936,Sophia Brown,35,Male,Bangalore,Marketing,Mba,29.0,118568.97,High,6116232248,3,True,0
EMP03937,Mike Johnson,46,Unknown,Pune,Finance,B.Tech,0.0,48054.54,Mid,6970779598,1,True,0
EMP03938,Ravi Wilson,57,Unknown,Delhi,Marketing,Ba,13.0,93230.01,High,6504480791,5,False,0
EMP03939,Aarav Moore,25,Male,Kolkata,Legal,Bca,15.0,72100.49,Mid,7085331552,4,False,0
EMP03940,Raj Williams,36,Female,Mumbai,HR,B.Sc,8.0,93087.29,High,9111053859,4,True,0
EMP03941,Anna Reddy,53,Unknown,Delhi,Marketing,Mba,7.0,69732.3,Mid,7957213145,4,True,0
EMP03942,Anna Das,39,Unknown,Chennai,Marketing,Mba,8.0,88725.57,High,6035511020,4,False,0
EMP03943,Priya Johnson,35,Other,Delhi,HR,B.Tech,33.0,109047.52,High,Unknown,2,True,0
EMP03944,Chris Davis,22,Male,Surat,Operations,B.Sc,32.0,102991.29,High,9477045266,5,True,0
EMP03945,Priya Sharma,38,Other,Chennai,Engineering,Phd,21.0,73452.39,Mid,7245158832,3,False,0
EMP03946,Mike Davis,31,Male,Hyderabad,Sales,B.Tech,29.0,51160.72,Mid,6705521021,4,True,0
EMP03947,James Johnson,31,Unknown,Delhi,Finance,M.Tech,6.0,67561.18,Mid,Unknown,4,False,0
EMP03948,Sneha Das,45,Male,Jaipur,IT,Mba,17.0,86104.26,High,6917809737,4,False,0
EMP03949,Anna Sharma,55,Other,Ahmedabad,Sales,Mba,20.0,91300.03,High,6432758342,5,True,0
EMP03950,Meera Brown,49,Other,Hyderabad,Marketing,Mba,4.0,101750.49,High,8146855353,3,False,0
EMP03951,Mike Wilson,48,Male,Ahmedabad,Operations,Mba,6.0,56723.58,Mid,8333314298,4,True,0
EMP03952,Amit Smith,22,Male,Jaipur,Operations,Mba,11.0,51691.0,Mid,9081657334,4,False,0
EMP03953,Mike Williams,54,Unknown,Mumbai,Engineering,Ba,16.0,49505.47,Mid,9902157540,2,True,0
EMP03954,Amit Williams,25,Unknown,Mumbai,Legal,B.Tech,23.0,70073.5,Mid,7796771296,3,False,0
EMP03955,Pooja Davis,28,Male,Delhi,HR,B.Tech,18.0,80355.48,High,687167962,4,True,0
EMP03956,Arjun Nair,30,Unknown,Jaipur,Engineering,B.Tech,15.0,84248.93,High,7520464327,3,False,0
EMP03957,Nisha Reddy,37,Other,Delhi,Engineering,M.Sc,24.0,39640.57,Low,8714566766,3,True,0
EMP03958,Arjun Davis,26,Male,Kolkata,HR,Mba,26.0,51165.9,Mid,Unknown,3,True,0
EMP03959,Amit Johnson,55,Unknown,Surat,Engineering,B.Tech,6.0,57436.13,Mid,6333374184,4,False,0
EMP03960,James Brown,44,Male,Bangalore,Marketing,Mca,7.0,118940.09,High,764944883,5,True,0
EMP03961,Karan Das,46,Unknown,Chennai,Engineering,Bca,14.0,65472.6,Mid,6117531903,2,False,1
EMP03962,Anna Reddy,34,Male,Surat,Legal,M.Tech,15.0,38081.64,Low,9916423117,3,False,0
EMP03963,Karan Sharma,45,Male,Bangalore,Operations,Mba,7.0,84537.17,High,8763995943,3,False,0
EMP03964,Ravi Sharma,32,Female,Hyderabad,Finance,B.Com,31.0,72284.48,Mid,7629685166,3,True,0
EMP03965,Karan Garcia,38,Unknown,Mumbai,Operations,Mba,16.0,45627.27,Mid,+91-8184617831,5,False,0
EMP03966,Sara Brown,58,Female,Pune,Marketing,B.Com,21.0,63158.8,Mid,8771300982,1,True,0
EMP03967,Karan Kumar,34,Unknown,Mumbai,Finance,B.Com,31.0,66465.47,Mid,Unknown,2,False,0
EMP03968,Karan Brown,48,Female,Ahmedabad,Finance,Ba,10.0,71921.72,Mid,7207865381,4,False,1
EMP03969,Anna Jones,41,Male,Bangalore,Engineering,Mba,5.0,98249.27,High,9518330177,3,True,0
EMP03970,Chris Moore,54,Male,Surat,Marketing,M.Sc,21.0,89013.12,High,9240305005,4,False,0
EMP03971,Sophia Brown,53,Female,Delhi,Engineering,Phd,13.0,78125.82,Mid,+91-6298982299,4,True,0
EMP03972,Swati Nair,29,Male,Delhi,Operations,Mca,27.0,99652.72,High,6627715535,3,True,0
EMP03973,Suresh Miller,50,Male,Delhi,Finance,M.Sc,11.0,64754.84,Mid,9033093582,2,False,1
EMP03975,James Jones,27,Unknown,Surat,IT,B.Sc,0.0,82718.47,High,8753530047,3,False,1
EMP03976,Amit Johnson,42,Female,Bangalore,Operations,Mca,9.0,80788.51,High,+91-8431955284,3,False,0
EMP03977,Meera Nair,43,Female,Mumbai,Sales,Phd,32.0,38102.0,Low,6989327212,5,True,0
EMP03978,Pooja Moore,31,Other,Ahmedabad,HR,B.Tech,15.0,112330.86,High,6616541135,4,True,0
EMP03979,Aarav Wilson,31,Female,Chennai,Legal,Mba,5.0,49531.3,Mid,8076854530,1,False,0
EMP03980,Nisha Gupta,50,Female,Ahmedabad,HR,Phd,24.0,88236.8,High,7502437288,5,False,0
EMP03981,Mike Miller,37,Other,Jaipur,IT,B.Com,19.0,88819.04,High,6933592474,2,False,0
EMP03982,Vikram Brown,22,Male,Kolkata,Engineering,Mca,22.0,75409.67,Unknown,8749833795,4,True,0
EMP03983,Sophia Davis,38,Other,Pune,Finance,Mba,15.0,80680.47,High,9560588334,2,True,0
EMP03984,Anil Johnson,51,Unknown,Hyderabad,Operations,Mba,0.0,115935.36,High,9397954770,2,True,0
EMP03985,Priya Patel,47,Other,Hyderabad,Sales,B.Tech,29.0,57246.79,Mid,7292544348,4,True,0
EMP03986,Anil Garcia,40,Other,Chennai,Operations,Mba,26.0,27553.2,Low,8683923144,3,True,0
EMP03987,Mike Johnson,42,Other,Delhi,Engineering,B.Tech,1.0,72070.37,Mid,7076633240,4,False,0
EMP03988,Sneha Wilson,38,Unknown,Bangalore,Marketing,Mba,20.0,86651.28,High,7392675608,3,False,0
EMP03989,Nisha Kumar,42,Unknown,Surat,Legal,B.Tech,8.0,72819.16,Mid,7751247400,2,False,0
EMP03990,Karan Miller,40,Other,Chennai,Finance,Bca,23.0,51241.74,Mid,9301813826,4,False,0
EMP03991,Anna Verma,28,Female,Hyderabad,Finance,B.Tech,6.0,49242.84,Mid,9285842838,4,True,0
EMP03992,Suresh Miller,38,Other,Chennai,Engineering,B.Tech,29.0,34445.86,Low,7750342819,1,False,0
EMP03993,Ravi Miller,22,Unknown,Mumbai,Operations,Ba,1.0,28126.19,Low,9980187138,3,False,0
EMP03994,Chris Moore,58,Female,Delhi,Sales,Mca,11.0,66423.66,Mid,7359667923,4,False,0
EMP03995,Ravi Gupta,27,Female,Bangalore,Marketing,Mca,12.0,85600.78,High,6391773537,4,False,1
EMP03996,Nisha Kumar,47,Female,Ahmedabad,Finance,B.Tech,2.0,78979.02,Mid,Unknown,4,True,0
EMP03997,Sara Davis,23,Male,Pune,Operations,B.Tech,17.0,81272.27,High,7327519662,4,True,0
EMP03998,Lisa Wilson,53,Other,Bangalore,Engineering,Mba,5.0,90795.7,High,Unknown,5,True,0
EMP03999,Ananya Moore,26,Other,Delhi,IT,M.Sc,26.0,107706.0,High,Unknown,3,True,0
EMP04001,Deepa Sharma,52,Female,Chennai,IT,B.Tech,14.0,83618.54,High,(9877287097),4,False,0
EMP04002,Nisha Jones,33,Unknown,Chennai,Legal,B.Tech,18.0,83784.97,High,6472143979,4,True,0
EMP04003,Raj Garcia,56,Other,Pune,HR,B.Tech,19.0,78682.74,Mid,6045593826,3,True,0
EMP04005,Pooja Johnson,27,Female,Ahmedabad,Marketing,Mba,17.0,77507.84,Mid,7106068090,4,True,0
EMP04006,Lisa Das,36,Female,Mumbai,HR,Mba,33.0,114038.03,High,(6822430862),4,True,0
EMP04007,Ananya Nair,36,Unknown,Chennai,Engineering,Ba,34.0,110811.41,High,(6955069477),3,False,0
EMP04008,Priya Moore,37,Male,Ahmedabad,Sales,B.Com,0.0,32322.06,Low,6040088773,3,False,0
EMP04009,Emily Das,41,Male,Mumbai,Operations,B.Tech,11.0,80465.44,High,9123555409,5,True,0
EMP04010,Emily Wilson,34,Female,Ahmedabad,IT,M.Tech,4.0,75174.9,Mid,8760717368,5,False,0
EMP04011,Vikram Patel,52,Male,Delhi,Engineering,M.Tech,17.0,106504.31,High,9549910603,4,True,0
EMP04012,John Garcia,55,Female,Bangalore,Finance,Bca,19.0,74105.32,Mid,627969671,4,False,0
EMP04013,Anil Nair,50,Male,Surat,Engineering,Mba,18.0,81287.27,High,6698406240,2,True,0
EMP04014,Anil Patel,24,Female,Mumbai,Legal,B.Sc,14.0,58751.97,Mid,6060810672,3,True,0
EMP04015,Sara Das,30,Male,Ahmedabad,Marketing,Mca,5.0,95335.94,High,6714224623,2,False,0
EMP04016,Lisa Moore,32,Unknown,Hyderabad,Engineering,B.Sc,8.0,43902.07,Mid,+91-9089297315,4,True,0
EMP04017,Aarav Das,32,Male,Bangalore,Operations,M.Sc,22.0,67366.26,Mid,XXXXXXXXXX,3,False,0
EMP04018,Nisha Kumar,46,Male,Mumbai,IT,B.Tech,9.0,48644.37,Mid,6479372936,4,False,0
EMP04019,Karan Miller,43,Other,Hyderabad,HR,Mba,0.0,67477.21,Mid,6798358541,4,True,0
EMP04020,Ravi Verma,30,Male,Delhi,Legal,Mba,10.0,61276.11,Mid,7034414352,5,True,0
EMP04021,Vikram Reddy,41,Female,Chennai,Operations,Mba,19.0,95922.69,High,9068352901,4,False,0
EMP04022,Swati Verma,42,Unknown,Hyderabad,Engineering,Mca,27.0,69527.0,Mid,(8517218971),4,False,0
EMP04023,Vikram Verma,31,Male,Bangalore,IT,Mba,21.0,112295.47,High,9401975005,4,False,0
EMP04024,Aarav Singh,43,Unknown,Hyderabad,Operations,Mba,19.0,68976.99,Mid,7583741790,3,False,0
EMP04025,Swati Nair,50,Other,Chennai,Finance,B.Tech,15.0,47930.94,Mid,XXXXXXXXXX,2,True,0
EMP04026,Sophia Wilson,30,Other,Pune,Legal,B.Tech,1.0,68932.37,Mid,6418798826,2,False,0
EMP04027,Emily Reddy,26,Male,Bangalore,Sales,Mba,24.0,86920.51,High,9298043435,2,False,0
EMP04028,Sara Jones,32,Unknown,Pune,IT,B.Sc,26.0,117163.75,High,6068072394,5,False,0
EMP04029,Kavya Nair,22,Male,Bangalore,Operations,Mba,2.0,58879.09,Mid,7799793326,2,False,0
EMP04030,Vikram Gupta,22,Female,Jaipur,Engineering,Ba,22.0,116467.48,High,XXXXXXXXXX,4,False,0
EMP04031,Nisha Nair,26,Unknown,Hyderabad,Marketing,B.Sc,31.0,70252.04,Mid,6242190140,2,False,0
EMP04032,Lisa Miller,43,Male,Mumbai,HR,B.Tech,16.0,63869.89,Mid,(7532867871),5,True,0
EMP04033,Anna Patel,47,Unknown,Mumbai,Sales,B.Com,19.0,94392.0,High,868047936,3,True,0
EMP04034,Rohit Kumar,27,Female,Mumbai,Marketing,Mca,29.0,110583.94,High,8844820305,3,False,0
EMP04035,Karan Moore,53,Unknown,Mumbai,Finance,M.Tech,27.0,88928.1,High,8758500335,3,True,0
EMP04036,Sophia Reddy,32,Unknown,Pune,Sales,Mba,22.0,39627.33,Low,9891130467,4,True,0
EMP04037,James Garcia,31,Female,Ahmedabad,HR,B.Tech,18.0,83325.89,High,XXXXXXXXXX,3,False,0
EMP04038,David Brown,55,Female,Pune,Marketing,B.Sc,24.0,129366.6,High,6476298192,4,True,0
EMP04039,David Williams,52,Male,Chennai,Sales,Ba,23.0,18056.73,Low,8885557877,4,False,0
EMP04040,Meera Jones,33,Female,Bangalore,Finance,B.Tech,0.0,84335.47,High,9732975216,3,True,0
EMP04041,Emily Nair,37,Male,Surat,Legal,B.Com,27.0,67885.88,Mid,6834429926,2,False,0
EMP04042,Arjun Wilson,59,Unknown,Delhi,Sales,B.Tech,28.0,51604.03,Mid,6342963869,4,True,0
EMP04043,Emily Johnson,24,Male,Hyderabad,Legal,Mba,34.0,100834.65,High,8334242057,3,False,0
EMP04044,Priya Verma,23,Female,Ahmedabad,Finance,Mba,16.0,31555.16,Low,6514588799,5,False,1
EMP04045,David Singh,26,Female,Delhi,Engineering,Mba,10.0,66244.79,Mid,7723883539,2,False,0
EMP04046,Priya Nair,32,Unknown,Chennai,Operations,B.Tech,6.0,100028.19,High,799731165,4,False,0
EMP04047,Suresh Williams,46,Female,Surat,IT,Mba,25.0,97170.0,High,7301386474,4,False,0
EMP04048,Nisha Das,56,Other,Hyderabad,IT,Ba,22.0,89911.47,High,6580432902,4,False,0
EMP04049,Nisha Davis,56,Other,Jaipur,Finance,B.Tech,17.0,79319.44,Mid,7750378540,3,True,0
EMP04051,Sara Williams,58,Male,Mumbai,Sales,Ba,33.0,63245.0,Mid,6173355463,4,True,0
EMP04052,Nisha Verma,43,Male,Delhi,Engineering,Mba,7.0,50717.03,Mid,+91-6117503814,3,False,0
EMP04053,Karan Miller,32,Unknown,Bangalore,Operations,Mba,20.0,95331.49,High,9239506071,4,False,0
EMP04054,Anna Brown,53,Unknown,Kolkata,Engineering,Mba,20.0,80274.04,High,7722637242,4,False,0
EMP04055,Aarav Das,56,Male,Surat,Operations,Mba,16.0,96073.15,High,7312517920,5,False,0
EMP04056,Sophia Jones,52,Female,Mumbai,Engineering,B.Tech,15.0,55467.94,Mid,6584389969,5,False,1
EMP04057,Amit Smith,29,Male,Bangalore,Finance,B.Sc,14.0,54923.17,Mid,7401476808,3,True,0
EMP04058,Raj Patel,41,Male,Pune,Engineering,B.Sc,14.0,87415.49,High,Unknown,3,True,0
EMP04059,Sneha Davis,55,Male,Ahmedabad,IT,Mba,16.0,18063.12,Low,8216336608,5,False,0
EMP04060,John Johnson,25,Male,Chennai,Engineering,M.Sc,0.0,11779.41,Low,6925776148,3,True,0
EMP04061,Anna Brown,39,Unknown,Pune,Marketing,Mca,12.0,100328.68,High,7473391493,5,False,0
EMP04062,Swati Verma,25,Unknown,Kolkata,HR,B.Tech,9.0,57320.3,Mid,8427055146,4,True,0
EMP04063,Rohit Verma,41,Female,Delhi,IT,B.Tech,32.0,79825.95,Mid,9504348114,2,False,0
EMP04064,Vikram Singh,30,Female,Hyderabad,Engineering,Phd,25.0,84491.22,High,730398583,3,True,0
EMP04065,Vikram Wilson,37,Male,Surat,Finance,B.Sc,11.0,100878.27,High,9568079305,3,False,0
EMP04066,Amit Jones,47,Male,Hyderabad,Operations,Phd,18.0,64001.0,Mid,9211705615,4,True,0
EMP04067,David Gupta,59,Unknown,Bangalore,IT,Phd,14.0,65367.33,Mid,Unknown,3,True,0
EMP04068,Emily Wilson,46,Unknown,Bangalore,Marketing,Mba,4.0,59615.0,Mid,+91-8083883858,3,False,1
EMP04069,David Iyer,25,Unknown,Surat,IT,B.Sc,1.0,90527.53,High,9943202130,5,False,1
EMP04070,Raj Smith,38,Unknown,Mumbai,Marketing,Mba,13.0,91637.36,High,9863908280,2,False,0
EMP04071,Sara Nair,40,Female,Kolkata,Engineering,B.Tech,28.0,106955.92,High,Unknown,4,True,0
EMP04073,Aarav Sharma,42,Other,Kolkata,Sales,B.Com,12.0,130844.06,High,9592806892,2,True,0
EMP04074,James Kumar,36,Male,Hyderabad,IT,Mca,18.0,67188.84,Mid,9276934534,2,False,0
EMP04075,Aarav Brown,24,Unknown,Bangalore,Legal,B.Tech,33.0,73791.07,Mid,9923407324,3,False,0
EMP04076,Sneha Miller,58,Female,Delhi,HR,Mba,13.0,79085.69,Mid,9088042098,2,True,0
EMP04077,Sneha Jones,37,Unknown,Ahmedabad,Finance,M.Tech,14.0,52230.31,Mid,8292426314,3,False,1
EMP04078,Kavya Gupta,35,Unknown,Chennai,Engineering,Mca,5.0,75409.67,Unknown,6169838213,4,False,0
EMP04079,Emily Das,30,Unknown,Delhi,IT,Mba,28.0,111515.04,High,9712189908,4,False,0
EMP04080,Vikram Iyer,28,Female,Jaipur,IT,B.Com,18.0,111904.76,High,+91-8923998608,3,True,0
EMP04081,Priya Sharma,35,Female,Jaipur,Operations,Bca,0.0,80128.0,High,6298882289,3,False,0
EMP04083,Priya Moore,42,Female,Pune,IT,B.Tech,17.0,85271.15,High,6098219947,3,True,0
EMP04084,Sara Iyer,36,Female,Chennai,Engineering,Mba,26.0,73571.24,Mid,9334105238,3,True,0
EMP04085,Swati Singh,29,Other,Kolkata,IT,Mba,27.0,56156.0,Mid,7389051945,5,False,0
EMP04086,Mike Singh,55,Unknown,Surat,IT,B.Tech,7.0,53463.62,Mid,7298352471,3,True,0
EMP04087,Ravi Moore,22,Female,Delhi,Legal,M.Tech,30.0,56057.78,Mid,9413819320,3,True,0
EMP04088,Karan Williams,53,Female,Hyderabad,Legal,Mba,11.0,115371.43,High,8562404508,4,False,0
EMP04089,Sara Wilson,26,Male,Bangalore,Operations,Ba,5.0,96830.94,High,+91-9860857380,4,True,0
EMP04090,Lisa Nair,51,Other,Delhi,IT,B.Sc,25.0,111024.47,High,6377064239,5,False,1
EMP04091,Chris Singh,43,Male,Hyderabad,Operations,B.Tech,15.0,84992.0,High,8240947792,2,False,0
EMP04092,Mike Nair,41,Female,Surat,Sales,B.Com,29.0,52987.59,Mid,9621541888,1,True,0
EMP04093,Vikram Das,37,Unknown,Chennai,Operations,Mba,18.0,90083.03,High,8508266089,3,False,0
EMP04094,Suresh Kumar,28,Female,Hyderabad,Legal,Ba,17.0,106743.53,High,7965766910,2,True,0
EMP04095,John Jones,28,Female,Hyderabad,Marketing,M.Tech,23.0,90993.79,High,6443220679,3,True,0
EMP04096,Sophia Verma,23,Female,Hyderabad,Finance,B.Tech,19.0,42080.24,Mid,7952281753,5,True,0
EMP04097,David Brown,35,Unknown,Delhi,Finance,Mba,6.0,38143.93,Low,6684285932,4,True,0
EMP04098,Mike Smith,52,Other,Mumbai,IT,B.Tech,6.0,90909.88,High,7541129898,2,True,0
EMP04099,Vikram Nair,35,Female,Chennai,Marketing,Ba,15.0,67187.01,Mid,923369308,2,False,0
EMP04100,David Kumar,26,Female,Delhi,Marketing,M.Sc,13.0,82809.72,High,6755864675,5,True,0
EMP04101,Vikram Patel,32,Male,Mumbai,Operations,Mba,11.0,56912.64,Mid,6162307912,3,False,0
EMP04102,Amit Williams,26,Unknown,Mumbai,Marketing,B.Tech,28.0,78168.49,Mid,9977202655,5,False,0
EMP04103,Rohit Patel,50,Male,Chennai,Sales,B.Sc,14.0,47492.91,Mid,8551967379,4,False,0
EMP04104,Vikram Verma,32,Female,Hyderabad,Marketing,Bca,7.0,81178.06,High,8040704058,5,True,0
EMP04105,Divya Jones,26,Male,Delhi,Engineering,Mba,8.0,93208.61,High,7049082936,5,True,0
EMP04106,Ravi Garcia,53,Female,Bangalore,Operations,B.Com,27.0,94593.62,High,9469008092,3,False,0
